Iteracao,Sitios Vazios,Particulas Pequenas,Particulas Grandes,pp,pg
1,186,0,114,0.0,1.0
2,172,0,128,0.0,1.0
3,172,0,128,0.0,1.0
4,171,0,129,0.0,1.0
5,169,0,131,0.0,1.0
6,169,0,131,0.0,1.0
7,169,0,131,0.0,1.0
8,169,0,131,0.0,1.0
9,169,0,131,0.0,1.0
10,169,0,131,0.0,1.0
11,169,0,131,0.0,1.0
12,169,0,131,0.0,1.0
13,169,0,131,0.0,1.0
14,169,0,131,0.0,1.0
15,169,0,131,0.0,1.0
16,169,0,131,0.0,1.0
17,169,0,131,0.0,1.0
18,169,0,131,0.0,1.0
19,169,0,131,0.0,1.0
20,169,0,131,0.0,1.0
21,169,0,131,0.0,1.0
22,169,0,131,0.0,1.0
23,169,0,131,0.0,1.0
24,169,0,131,0.0,1.0
25,169,0,131,0.0,1.0
26,169,0,131,0.0,1.0
27,169,0,131,0.0,1.0
28,169,0,131,0.0,1.0
29,169,0,131,0.0,1.0
30,169,0,131,0.0,1.0
1,198,3,99,0.1,0.9
2,185,6,109,0.1,0.9
3,183,8,109,0.1,0.9
4,183,9,108,0.1,0.9
5,181,8,111,0.1,0.9
6,175,8,117,0.1,0.9
7,180,7,113,0.1,0.9
8,178,7,115,0.1,0.9
9,183,7,110,0.1,0.9
10,174,9,117,0.1,0.9
11,174,14,112,0.1,0.9
12,172,16,112,0.1,0.9
13,179,16,105,0.1,0.9
14,171,16,113,0.1,0.9
15,170,17,113,0.1,0.9
16,174,15,111,0.1,0.9
17,173,15,112,0.1,0.9
18,175,16,109,0.1,0.9
19,174,16,110,0.1,0.9
20,183,14,103,0.1,0.9
21,175,13,112,0.1,0.9
22,177,8,115,0.1,0.9
23,176,8,116,0.1,0.9
24,170,14,116,0.1,0.9
25,170,14,116,0.1,0.9
26,175,13,112,0.1,0.9
27,174,13,113,0.1,0.9
28,180,9,111,0.1,0.9
29,172,7,121,0.1,0.9
30,175,5,120,0.1,0.9
1,200,31,69,0.2,0.8
2,197,22,81,0.2,0.8
3,183,21,96,0.2,0.8
4,179,22,99,0.2,0.8
5,177,25,98,0.2,0.8
6,180,24,96,0.2,0.8
7,179,23,98,0.2,0.8
8,180,26,94,0.2,0.8
9,182,27,91,0.2,0.8
10,182,29,89,0.2,0.8
11,182,35,83,0.2,0.8
12,183,33,84,0.2,0.8
13,185,30,85,0.2,0.8
14,184,28,88,0.2,0.8
15,178,27,95,0.2,0.8
16,177,28,95,0.2,0.8
17,172,31,97,0.2,0.8
18,186,24,90,0.2,0.8
19,180,26,94,0.2,0.8
20,188,26,86,0.2,0.8
21,191,24,85,0.2,0.8
22,188,25,87,0.2,0.8
23,187,23,90,0.2,0.8
24,179,26,95,0.2,0.8
25,186,27,87,0.2,0.8
26,177,28,95,0.2,0.8
27,183,26,91,0.2,0.8
28,185,21,94,0.2,0.8
29,192,20,88,0.2,0.8
30,186,22,92,0.2,0.8
1,216,16,68,0.3,0.7
