Iteracao,Sitios Vazios,Particulas Pequenas,Particulas Grandes,pp,pg
1,193,0,107,0.0,1.0
2,178,0,122,0.0,1.0
3,174,0,126,0.0,1.0
4,171,0,129,0.0,1.0
5,171,0,129,0.0,1.0
6,171,0,129,0.0,1.0
7,171,0,129,0.0,1.0
8,171,0,129,0.0,1.0
9,171,0,129,0.0,1.0
10,171,0,129,0.0,1.0
11,171,0,129,0.0,1.0
12,171,0,129,0.0,1.0
13,171,0,129,0.0,1.0
14,171,0,129,0.0,1.0
15,171,0,129,0.0,1.0
16,171,0,129,0.0,1.0
17,171,0,129,0.0,1.0
18,171,0,129,0.0,1.0
19,171,0,129,0.0,1.0
20,171,0,129,0.0,1.0
21,171,0,129,0.0,1.0
22,171,0,129,0.0,1.0
23,171,0,129,0.0,1.0
24,171,0,129,0.0,1.0
25,171,0,129,0.0,1.0
26,171,0,129,0.0,1.0
27,171,0,129,0.0,1.0
28,171,0,129,0.0,1.0
29,171,0,129,0.0,1.0
30,171,0,129,0.0,1.0
1,203,10,87,0.1,0.9
2,190,9,101,0.1,0.9
3,184,7,109,0.1,0.9
4,175,8,117,0.1,0.9
5,180,8,112,0.1,0.9
6,181,7,112,0.1,0.9
7,176,8,116,0.1,0.9
8,172,8,120,0.1,0.9
9,176,7,117,0.1,0.9
10,176,6,118,0.1,0.9
11,171,7,122,0.1,0.9
12,171,8,121,0.1,0.9
13,172,8,120,0.1,0.9
14,178,8,114,0.1,0.9
15,174,9,117,0.1,0.9
16,176,10,114,0.1,0.9
17,180,9,111,0.1,0.9
18,181,4,115,0.1,0.9
19,176,5,119,0.1,0.9
20,177,5,118,0.1,0.9
21,175,4,121,0.1,0.9
22,181,3,116,0.1,0.9
23,177,6,117,0.1,0.9
24,177,5,118,0.1,0.9
25,178,3,119,0.1,0.9
26,176,2,122,0.1,0.9
27,182,3,115,0.1,0.9
28,174,4,122,0.1,0.9
29,176,5,119,0.1,0.9
30,168,5,127,0.1,0.9
1,200,13,87,0.2,0.8
2,185,16,99,0.2,0.8
3,191,17,92,0.2,0.8
4,193,15,92,0.2,0.8
5,188,17,95,0.2,0.8
6,197,14,89,0.2,0.8
7,193,23,84,0.2,0.8
8,184,22,94,0.2,0.8
9,187,21,92,0.2,0.8
10,185,19,96,0.2,0.8
11,177,25,98,0.2,0.8
12,182,30,88,0.2,0.8
13,180,36,84,0.2,0.8
14,175,37,88,0.2,0.8
15,179,29,92,0.2,0.8
16,181,27,92,0.2,0.8
17,178,29,93,0.2,0.8
18,179,32,89,0.2,0.8
19,185,24,91,0.2,0.8
20,186,23,91,0.2,0.8
21,184,25,91,0.2,0.8
22,172,29,99,0.2,0.8
23,182,31,87,0.2,0.8
24,191,33,76,0.2,0.8
25,185,36,79,0.2,0.8
26,184,34,82,0.2,0.8
27,181,32,87,0.2,0.8
28,185,36,79,0.2,0.8
29,181,31,88,0.2,0.8
30,179,37,84,0.2,0.8
1,197,36,67,0.3,0.7
2,190,38,72,0.3,0.7
3,189,36,75,0.3,0.7
4,181,48,71,0.3,0.7
5,185,46,69,0.3,0.7
6,178,51,71,0.3,0.7
7,176,56,68,0.3,0.7
8,175,54,71,0.3,0.7
9,173,50,77,0.3,0.7
10,178,47,75,0.3,0.7
11,181,45,74,0.3,0.7
12,173,50,77,0.3,0.7
13,176,52,72,0.3,0.7
14,187,50,63,0.3,0.7
15,176,56,68,0.3,0.7
16,173,61,66,0.3,0.7
17,181,60,59,0.3,0.7
18,179,60,61,0.3,0.7
19,171,61,68,0.3,0.7
20,172,68,60,0.3,0.7
21,170,72,58,0.3,0.7
22,177,65,58,0.3,0.7
23,172,63,65,0.3,0.7
24,175,58,67,0.3,0.7
25,177,60,63,0.3,0.7
26,185,51,64,0.3,0.7
27,183,51,66,0.3,0.7
28,176,55,69,0.3,0.7
29,172,73,55,0.3,0.7
30,168,72,60,0.3,0.7
1,210,30,60,0.4,0.6
2,200,46,54,0.4,0.6
3,180,69,51,0.4,0.6
4,166,86,48,0.4,0.6
5,153,104,43,0.4,0.6
6,145,109,46,0.4,0.6
7,151,106,43,0.4,0.6
8,138,123,39,0.4,0.6
9,145,122,33,0.4,0.6
10,137,126,37,0.4,0.6
11,130,136,34,0.4,0.6
12,134,130,36,0.4,0.6
13,133,135,32,0.4,0.6
14,128,139,33,0.4,0.6
15,131,142,27,0.4,0.6
16,128,135,37,0.4,0.6
17,114,153,33,0.4,0.6
18,110,163,27,0.4,0.6
19,101,175,24,0.4,0.6
20,96,180,24,0.4,0.6
21,94,184,22,0.4,0.6
22,81,202,17,0.4,0.6
23,85,199,16,0.4,0.6
24,77,206,17,0.4,0.6
25,70,218,12,0.4,0.6
26,68,222,10,0.4,0.6
27,72,218,10,0.4,0.6
28,65,226,9,0.4,0.6
29,61,227,12,0.4,0.6
30,64,226,10,0.4,0.6
1,200,62,38,0.5,0.5
2,174,90,36,0.5,0.5
3,146,121,33,0.5,0.5
4,125,146,29,0.5,0.5
5,113,167,20,0.5,0.5
6,103,184,13,0.5,0.5
7,100,185,15,0.5,0.5
8,85,204,11,0.5,0.5
9,74,214,12,0.5,0.5
10,66,221,13,0.5,0.5
11,60,229,11,0.5,0.5
12,53,241,6,0.5,0.5
13,46,247,7,0.5,0.5
14,49,248,3,0.5,0.5
15,46,248,6,0.5,0.5
16,41,254,5,0.5,0.5
17,29,266,5,0.5,0.5
18,28,269,3,0.5,0.5
19,28,269,3,0.5,0.5
20,23,275,2,0.5,0.5
21,19,280,1,0.5,0.5
22,13,285,2,0.5,0.5
23,14,284,2,0.5,0.5
24,20,279,1,0.5,0.5
25,15,284,1,0.5,0.5
26,12,287,1,0.5,0.5
27,10,289,1,0.5,0.5
28,11,289,0,0.5,0.5
29,8,292,0,0.5,0.5
30,2,298,0,0.5,0.5
1,187,81,32,0.6,0.4
2,141,132,27,0.6,0.4
3,127,157,16,0.6,0.4
4,98,191,11,0.6,0.4
5,74,217,9,0.6,0.4
6,56,239,5,0.6,0.4
7,46,248,6,0.6,0.4
8,36,261,3,0.6,0.4
9,24,273,3,0.6,0.4
10,18,281,1,0.6,0.4
11,15,283,2,0.6,0.4
12,11,287,2,0.6,0.4
13,6,293,1,0.6,0.4
14,4,296,0,0.6,0.4
15,4,296,0,0.6,0.4
16,2,298,0,0.6,0.4
17,0,300,0,0.6,0.4
18,0,300,0,0.6,0.4
19,0,300,0,0.6,0.4
20,0,300,0,0.6,0.4
21,0,300,0,0.6,0.4
22,0,300,0,0.6,0.4
23,0,300,0,0.6,0.4
24,0,300,0,0.6,0.4
25,0,300,0,0.6,0.4
26,0,300,0,0.6,0.4
27,0,300,0,0.6,0.4
28,0,300,0,0.6,0.4
29,0,300,0,0.6,0.4
30,0,300,0,0.6,0.4
1,172,119,9,0.7,0.30000000000000004
2,125,167,8,0.7,0.30000000000000004
3,81,215,4,0.7,0.30000000000000004
4,60,240,0,0.7,0.30000000000000004
5,37,263,0,0.7,0.30000000000000004
6,27,273,0,0.7,0.30000000000000004
7,15,284,1,0.7,0.30000000000000004
8,8,291,1,0.7,0.30000000000000004
9,4,295,1,0.7,0.30000000000000004
10,3,296,1,0.7,0.30000000000000004
11,2,298,0,0.7,0.30000000000000004
12,2,298,0,0.7,0.30000000000000004
13,1,299,0,0.7,0.30000000000000004
14,1,299,0,0.7,0.30000000000000004
15,0,300,0,0.7,0.30000000000000004
16,0,300,0,0.7,0.30000000000000004
17,0,300,0,0.7,0.30000000000000004
18,0,300,0,0.7,0.30000000000000004
19,0,300,0,0.7,0.30000000000000004
20,0,300,0,0.7,0.30000000000000004
21,0,300,0,0.7,0.30000000000000004
22,0,300,0,0.7,0.30000000000000004
23,0,300,0,0.7,0.30000000000000004
24,0,300,0,0.7,0.30000000000000004
25,0,300,0,0.7,0.30000000000000004
26,0,300,0,0.7,0.30000000000000004
27,0,300,0,0.7,0.30000000000000004
28,0,300,0,0.7,0.30000000000000004
29,0,300,0,0.7,0.30000000000000004
30,0,300,0,0.7,0.30000000000000004
1,151,140,9,0.8,0.19999999999999996
2,86,210,4,0.8,0.19999999999999996
3,47,250,3,0.8,0.19999999999999996
4,28,272,0,0.8,0.19999999999999996
5,17,283,0,0.8,0.19999999999999996
6,12,288,0,0.8,0.19999999999999996
7,7,293,0,0.8,0.19999999999999996
8,7,292,1,0.8,0.19999999999999996
9,5,295,0,0.8,0.19999999999999996
10,2,298,0,0.8,0.19999999999999996
11,3,297,0,0.8,0.19999999999999996
12,3,297,0,0.8,0.19999999999999996
13,1,299,0,0.8,0.19999999999999996
14,0,300,0,0.8,0.19999999999999996
15,0,300,0,0.8,0.19999999999999996
16,0,300,0,0.8,0.19999999999999996
17,0,300,0,0.8,0.19999999999999996
18,0,300,0,0.8,0.19999999999999996
19,0,300,0,0.8,0.19999999999999996
20,0,300,0,0.8,0.19999999999999996
21,0,300,0,0.8,0.19999999999999996
22,0,300,0,0.8,0.19999999999999996
23,0,300,0,0.8,0.19999999999999996
24,0,300,0,0.8,0.19999999999999996
25,0,300,0,0.8,0.19999999999999996
26,0,300,0,0.8,0.19999999999999996
27,0,300,0,0.8,0.19999999999999996
28,0,300,0,0.8,0.19999999999999996
29,0,300,0,0.8,0.19999999999999996
30,0,300,0,0.8,0.19999999999999996
1,136,161,3,0.9,0.09999999999999998
2,74,225,1,0.9,0.09999999999999998
3,40,260,0,0.9,0.09999999999999998
4,15,285,0,0.9,0.09999999999999998
5,5,295,0,0.9,0.09999999999999998
6,5,295,0,0.9,0.09999999999999998
7,1,299,0,0.9,0.09999999999999998
8,1,299,0,0.9,0.09999999999999998
9,0,300,0,0.9,0.09999999999999998
10,0,300,0,0.9,0.09999999999999998
11,0,300,0,0.9,0.09999999999999998
12,0,300,0,0.9,0.09999999999999998
13,0,300,0,0.9,0.09999999999999998
14,0,300,0,0.9,0.09999999999999998
15,0,300,0,0.9,0.09999999999999998
16,0,300,0,0.9,0.09999999999999998
17,0,300,0,0.9,0.09999999999999998
18,0,300,0,0.9,0.09999999999999998
19,0,300,0,0.9,0.09999999999999998
20,0,300,0,0.9,0.09999999999999998
21,0,300,0,0.9,0.09999999999999998
22,0,300,0,0.9,0.09999999999999998
23,0,300,0,0.9,0.09999999999999998
24,0,300,0,0.9,0.09999999999999998
25,0,300,0,0.9,0.09999999999999998
26,0,300,0,0.9,0.09999999999999998
27,0,300,0,0.9,0.09999999999999998
28,0,300,0,0.9,0.09999999999999998
29,0,300,0,0.9,0.09999999999999998
30,0,300,0,0.9,0.09999999999999998
1,111,189,0,1.0,0.0
2,40,260,0,1.0,0.0
