Iteracao,Sitios Vazios,Particulas Pequenas,Particulas Grandes,pp,pg
1,190,0,110,0.0,1.0
2,177,0,123,0.0,1.0
3,170,0,130,0.0,1.0
4,168,0,132,0.0,1.0
5,168,0,132,0.0,1.0
6,168,0,132,0.0,1.0
7,168,0,132,0.0,1.0
8,168,0,132,0.0,1.0
9,168,0,132,0.0,1.0
10,168,0,132,0.0,1.0
11,168,0,132,0.0,1.0
12,168,0,132,0.0,1.0
13,168,0,132,0.0,1.0
14,168,0,132,0.0,1.0
15,168,0,132,0.0,1.0
16,168,0,132,0.0,1.0
17,168,0,132,0.0,1.0
18,168,0,132,0.0,1.0
19,168,0,132,0.0,1.0
20,168,0,132,0.0,1.0
21,168,0,132,0.0,1.0
22,168,0,132,0.0,1.0
23,168,0,132,0.0,1.0
24,168,0,132,0.0,1.0
25,168,0,132,0.0,1.0
26,168,0,132,0.0,1.0
27,168,0,132,0.0,1.0
28,168,0,132,0.0,1.0
29,168,0,132,0.0,1.0
30,168,0,132,0.0,1.0
1,200,9,91,0.1,0.9
2,191,5,104,0.1,0.9
3,183,5,112,0.1,0.9
4,190,4,106,0.1,0.9
5,175,4,121,0.1,0.9
6,177,6,117,0.1,0.9
7,175,5,120,0.1,0.9
8,177,5,118,0.1,0.9
9,181,6,113,0.1,0.9
10,176,6,118,0.1,0.9
11,179,5,116,0.1,0.9
12,173,8,119,0.1,0.9
13,176,5,119,0.1,0.9
14,173,6,121,0.1,0.9
15,172,7,121,0.1,0.9
16,170,9,121,0.1,0.9
17,174,10,116,0.1,0.9
18,172,11,117,0.1,0.9
19,178,9,113,0.1,0.9
20,174,12,114,0.1,0.9
21,176,12,112,0.1,0.9
22,174,12,114,0.1,0.9
23,173,12,115,0.1,0.9
24,177,9,114,0.1,0.9
25,174,9,117,0.1,0.9
26,172,10,118,0.1,0.9
27,175,8,117,0.1,0.9
28,179,9,112,0.1,0.9
29,176,8,116,0.1,0.9
30,176,6,118,0.1,0.9
1,204,13,83,0.2,0.8
2,190,17,93,0.2,0.8
3,187,21,92,0.2,0.8
4,187,22,91,0.2,0.8
5,191,19,90,0.2,0.8
6,178,25,97,0.2,0.8
7,178,22,100,0.2,0.8
8,180,26,94,0.2,0.8
9,179,25,96,0.2,0.8
10,177,28,95,0.2,0.8
11,182,31,87,0.2,0.8
12,178,33,89,0.2,0.8
13,180,28,92,0.2,0.8
14,179,28,93,0.2,0.8
15,172,33,95,0.2,0.8
16,173,31,96,0.2,0.8
17,173,32,95,0.2,0.8
18,176,32,92,0.2,0.8
19,178,29,93,0.2,0.8
20,186,27,87,0.2,0.8
21,177,25,98,0.2,0.8
22,185,21,94,0.2,0.8
23,185,16,99,0.2,0.8
24,192,20,88,0.2,0.8
25,183,21,96,0.2,0.8
26,190,22,88,0.2,0.8
27,174,24,102,0.2,0.8
28,181,28,91,0.2,0.8
29,176,32,92,0.2,0.8
30,178,29,93,0.2,0.8
1,210,31,59,0.3,0.7
2,187,45,68,0.3,0.7
3,197,44,59,0.3,0.7
4,191,44,65,0.3,0.7
5,182,44,74,0.3,0.7
6,194,43,63,0.3,0.7
7,189,45,66,0.3,0.7
8,192,43,65,0.3,0.7
9,178,49,73,0.3,0.7
10,178,53,69,0.3,0.7
11,177,59,64,0.3,0.7
12,178,55,67,0.3,0.7
13,176,52,72,0.3,0.7
14,179,56,65,0.3,0.7
15,171,65,64,0.3,0.7
16,181,58,61,0.3,0.7
17,164,69,67,0.3,0.7
18,160,77,63,0.3,0.7
19,159,73,68,0.3,0.7
20,171,65,64,0.3,0.7
21,164,69,67,0.3,0.7
22,176,59,65,0.3,0.7
23,168,65,67,0.3,0.7
24,179,62,59,0.3,0.7
25,177,62,61,0.3,0.7
26,174,64,62,0.3,0.7
27,167,68,65,0.3,0.7
28,165,78,57,0.3,0.7
29,168,77,55,0.3,0.7
30,171,77,52,0.3,0.7
1,202,45,53,0.4,0.6
2,187,63,50,0.4,0.6
3,180,66,54,0.4,0.6
4,168,83,49,0.4,0.6
5,169,95,36,0.4,0.6
6,151,111,38,0.4,0.6
7,150,119,31,0.4,0.6
8,151,119,30,0.4,0.6
9,139,131,30,0.4,0.6
10,134,135,31,0.4,0.6
11,123,144,33,0.4,0.6
12,145,128,27,0.4,0.6
13,140,135,25,0.4,0.6
