Iteracao,Sitios Vazios,Particulas Pequenas,Particulas Grandes,pp,pg
1,192,0,108,0.0,1.0
2,177,0,123,0.0,1.0
3,173,0,127,0.0,1.0
4,169,0,131,0.0,1.0
5,169,0,131,0.0,1.0
6,168,0,132,0.0,1.0
7,168,0,132,0.0,1.0
8,168,0,132,0.0,1.0
9,168,0,132,0.0,1.0
10,168,0,132,0.0,1.0
11,168,0,132,0.0,1.0
12,168,0,132,0.0,1.0
13,168,0,132,0.0,1.0
14,168,0,132,0.0,1.0
15,168,0,132,0.0,1.0
16,168,0,132,0.0,1.0
17,168,0,132,0.0,1.0
18,168,0,132,0.0,1.0
19,168,0,132,0.0,1.0
20,168,0,132,0.0,1.0
21,168,0,132,0.0,1.0
22,168,0,132,0.0,1.0
23,168,0,132,0.0,1.0
24,168,0,132,0.0,1.0
25,168,0,132,0.0,1.0
26,168,0,132,0.0,1.0
27,168,0,132,0.0,1.0
28,168,0,132,0.0,1.0
29,168,0,132,0.0,1.0
30,168,0,132,0.0,1.0
1,196,9,95,0.1,0.9
2,186,9,105,0.1,0.9
3,182,7,111,0.1,0.9
4,178,5,117,0.1,0.9
5,179,5,116,0.1,0.9
6,174,6,120,0.1,0.9
7,174,6,120,0.1,0.9
8,179,8,113,0.1,0.9
9,179,10,111,0.1,0.9
10,182,7,111,0.1,0.9
11,175,7,118,0.1,0.9
12,171,8,121,0.1,0.9
13,180,8,112,0.1,0.9
14,172,8,120,0.1,0.9
15,175,9,116,0.1,0.9
16,172,9,119,0.1,0.9
17,177,10,113,0.1,0.9
18,172,10,118,0.1,0.9
19,169,7,124,0.1,0.9
20,171,6,123,0.1,0.9
21,178,6,116,0.1,0.9
22,175,7,118,0.1,0.9
23,175,4,121,0.1,0.9
24,173,5,122,0.1,0.9
25,168,5,127,0.1,0.9
26,171,6,123,0.1,0.9
27,176,4,120,0.1,0.9
28,175,5,120,0.1,0.9
29,174,5,121,0.1,0.9
30,178,6,116,0.1,0.9
1,201,24,75,0.2,0.8
2,191,23,86,0.2,0.8
3,185,19,96,0.2,0.8
4,189,24,87,0.2,0.8
5,180,30,90,0.2,0.8
6,189,27,84,0.2,0.8
7,187,30,83,0.2,0.8
8,192,25,83,0.2,0.8
9,184,22,94,0.2,0.8
10,189,24,87,0.2,0.8
11,176,30,94,0.2,0.8
12,189,25,86,0.2,0.8
13,183,23,94,0.2,0.8
14,184,22,94,0.2,0.8
15,187,19,94,0.2,0.8
16,179,22,99,0.2,0.8
17,178,31,91,0.2,0.8
18,185,29,86,0.2,0.8
19,184,28,88,0.2,0.8
20,186,21,93,0.2,0.8
21,188,21,91,0.2,0.8
22,185,23,92,0.2,0.8
23,188,20,92,0.2,0.8
24,185,22,93,0.2,0.8
25,187,22,91,0.2,0.8
26,181,28,91,0.2,0.8
27,173,30,97,0.2,0.8
28,172,25,103,0.2,0.8
29,179,33,88,0.2,0.8
30,179,30,91,0.2,0.8
1,207,28,65,0.3,0.7
2,196,40,64,0.3,0.7
3,187,53,60,0.3,0.7
4,192,52,56,0.3,0.7
5,178,53,69,0.3,0.7
6,176,61,63,0.3,0.7
7,172,70,58,0.3,0.7
8,178,61,61,0.3,0.7
9,175,63,62,0.3,0.7
10,179,65,56,0.3,0.7
11,180,60,60,0.3,0.7
12,186,55,59,0.3,0.7
13,174,67,59,0.3,0.7
14,178,75,47,0.3,0.7
15,166,76,58,0.3,0.7
16,167,80,53,0.3,0.7
17,165,80,55,0.3,0.7
18,163,70,67,0.3,0.7
19,170,73,57,0.3,0.7
20,163,80,57,0.3,0.7
21,166,82,52,0.3,0.7
22,156,88,56,0.3,0.7
23,170,74,56,0.3,0.7
24,174,69,57,0.3,0.7
25,164,76,60,0.3,0.7
26,166,75,59,0.3,0.7
27,172,72,56,0.3,0.7
28,173,72,55,0.3,0.7
29,184,70,46,0.3,0.7
30,177,70,53,0.3,0.7
1,208,38,54,0.4,0.6
2,185,60,55,0.4,0.6
3,179,76,45,0.4,0.6
4,169,83,48,0.4,0.6
5,170,87,43,0.4,0.6
6,154,108,38,0.4,0.6
7,145,114,41,0.4,0.6
8,150,111,39,0.4,0.6
9,143,124,33,0.4,0.6
10,130,139,31,0.4,0.6
11,124,144,32,0.4,0.6
12,127,148,25,0.4,0.6
13,127,142,31,0.4,0.6
14,126,142,32,0.4,0.6
15,115,152,33,0.4,0.6
16,124,142,34,0.4,0.6
17,117,145,38,0.4,0.6
18,111,161,28,0.4,0.6
