Iteracao,Sitios Vazios,Particulas Pequenas,Particulas Grandes,pp,pg
1,195,0,105,0.0,1.0
2,177,0,123,0.0,1.0
3,174,0,126,0.0,1.0
4,171,0,129,0.0,1.0
5,171,0,129,0.0,1.0
6,171,0,129,0.0,1.0
7,171,0,129,0.0,1.0
8,170,0,130,0.0,1.0
9,170,0,130,0.0,1.0
10,170,0,130,0.0,1.0
11,170,0,130,0.0,1.0
12,170,0,130,0.0,1.0
13,170,0,130,0.0,1.0
14,170,0,130,0.0,1.0
15,170,0,130,0.0,1.0
16,170,0,130,0.0,1.0
17,170,0,130,0.0,1.0
18,170,0,130,0.0,1.0
19,170,0,130,0.0,1.0
20,170,0,130,0.0,1.0
21,170,0,130,0.0,1.0
22,170,0,130,0.0,1.0
23,170,0,130,0.0,1.0
24,170,0,130,0.0,1.0
25,170,0,130,0.0,1.0
26,170,0,130,0.0,1.0
27,170,0,130,0.0,1.0
28,170,0,130,0.0,1.0
29,170,0,130,0.0,1.0
30,170,0,130,0.0,1.0
1,199,5,96,0.1,0.9
2,190,6,104,0.1,0.9
3,182,7,111,0.1,0.9
4,185,2,113,0.1,0.9
5,181,2,117,0.1,0.9
6,178,4,118,0.1,0.9
7,180,2,118,0.1,0.9
8,177,3,120,0.1,0.9
9,171,8,121,0.1,0.9
10,170,7,123,0.1,0.9
11,176,6,118,0.1,0.9
12,175,7,118,0.1,0.9
13,166,9,125,0.1,0.9
14,167,9,124,0.1,0.9
15,168,11,121,0.1,0.9
16,166,9,125,0.1,0.9
17,170,9,121,0.1,0.9
18,180,7,113,0.1,0.9
19,180,9,111,0.1,0.9
20,176,8,116,0.1,0.9
21,177,5,118,0.1,0.9
22,182,6,112,0.1,0.9
23,171,7,122,0.1,0.9
24,171,7,122,0.1,0.9
25,178,6,116,0.1,0.9
26,172,6,122,0.1,0.9
27,172,4,124,0.1,0.9
28,171,4,125,0.1,0.9
29,172,4,124,0.1,0.9
30,169,5,126,0.1,0.9
1,204,18,78,0.2,0.8
2,194,18,88,0.2,0.8
3,196,17,87,0.2,0.8
4,183,17,100,0.2,0.8
5,192,14,94,0.2,0.8
6,186,17,97,0.2,0.8
7,198,15,87,0.2,0.8
8,193,12,95,0.2,0.8
9,182,15,103,0.2,0.8
10,184,21,95,0.2,0.8
11,187,21,92,0.2,0.8
12,183,19,98,0.2,0.8
13,181,17,102,0.2,0.8
14,186,15,99,0.2,0.8
15,185,18,97,0.2,0.8
16,181,16,103,0.2,0.8
17,188,19,93,0.2,0.8
18,178,24,98,0.2,0.8
19,184,22,94,0.2,0.8
20,190,23,87,0.2,0.8
21,188,23,89,0.2,0.8
22,186,18,96,0.2,0.8
23,186,16,98,0.2,0.8
24,180,14,106,0.2,0.8
25,178,13,109,0.2,0.8
26,180,15,105,0.2,0.8
27,185,18,97,0.2,0.8
28,187,20,93,0.2,0.8
29,186,24,90,0.2,0.8
30,188,25,87,0.2,0.8
1,205,27,68,0.3,0.7
2,198,24,78,0.3,0.7
3,191,33,76,0.3,0.7
4,183,38,79,0.3,0.7
5,179,50,71,0.3,0.7
6,184,55,61,0.3,0.7
7,178,57,65,0.3,0.7
8,174,51,75,0.3,0.7
9,181,50,69,0.3,0.7
10,185,52,63,0.3,0.7
11,198,51,51,0.3,0.7
12,173,63,64,0.3,0.7
13,177,76,47,0.3,0.7
14,176,70,54,0.3,0.7
15,159,83,58,0.3,0.7
16,168,78,54,0.3,0.7
17,158,84,58,0.3,0.7
18,170,78,52,0.3,0.7
19,169,78,53,0.3,0.7
20,163,78,59,0.3,0.7
21,167,70,63,0.3,0.7
22,187,62,51,0.3,0.7
23,174,68,58,0.3,0.7
24,180,56,64,0.3,0.7
25,171,64,65,0.3,0.7
26,172,63,65,0.3,0.7
27,167,65,68,0.3,0.7
28,162,72,66,0.3,0.7
29,169,73,58,0.3,0.7
30,170,74,56,0.3,0.7
1,197,49,54,0.4,0.6
2,181,61,58,0.4,0.6
3,192,61,47,0.4,0.6
4,174,74,52,0.4,0.6
5,165,89,46,0.4,0.6
6,166,97,37,0.4,0.6
7,162,91,47,0.4,0.6
8,161,98,41,0.4,0.6
9,159,109,32,0.4,0.6
10,152,117,31,0.4,0.6
11,145,124,31,0.4,0.6
12,145,117,38,0.4,0.6
13,140,127,33,0.4,0.6
14,132,140,28,0.4,0.6
15,135,143,22,0.4,0.6
16,124,150,26,0.4,0.6
17,115,160,25,0.4,0.6
18,116,159,25,0.4,0.6
19,112,165,23,0.4,0.6
20,114,163,23,0.4,0.6
21,107,171,22,0.4,0.6
22,107,174,19,0.4,0.6
23,105,179,16,0.4,0.6
24,105,178,17,0.4,0.6
25,98,186,16,0.4,0.6
26,95,190,15,0.4,0.6
27,103,184,13,0.4,0.6
28,93,190,17,0.4,0.6
29,89,192,19,0.4,0.6
30,83,200,17,0.4,0.6
1,188,82,30,0.5,0.5
2,157,117,26,0.5,0.5
3,139,139,22,0.5,0.5
4,116,159,25,0.5,0.5
5,107,171,22,0.5,0.5
6,104,179,17,0.5,0.5
7,91,194,15,0.5,0.5
8,91,197,12,0.5,0.5
9,78,217,5,0.5,0.5
10,62,233,5,0.5,0.5
11,57,240,3,0.5,0.5
12,47,251,2,0.5,0.5
13,36,262,2,0.5,0.5
14,39,258,3,0.5,0.5
15,34,260,6,0.5,0.5
16,29,267,4,0.5,0.5
17,32,265,3,0.5,0.5
18,24,273,3,0.5,0.5
19,20,278,2,0.5,0.5
20,17,279,4,0.5,0.5
21,16,279,5,0.5,0.5
22,21,276,3,0.5,0.5
23,19,276,5,0.5,0.5
24,16,282,2,0.5,0.5
25,11,287,2,0.5,0.5
26,8,290,2,0.5,0.5
27,8,292,0,0.5,0.5
28,4,296,0,0.5,0.5
29,2,298,0,0.5,0.5
30,1,299,0,0.5,0.5
1,186,78,36,0.6,0.4
2,140,136,24,0.6,0.4
3,120,168,12,0.6,0.4
4,94,200,6,0.6,0.4
5,82,217,1,0.6,0.4
6,56,242,2,0.6,0.4
7,42,257,1,0.6,0.4
8,32,267,1,0.6,0.4
9,29,268,3,0.6,0.4
10,22,276,2,0.6,0.4
11,19,281,0,0.6,0.4
12,15,284,1,0.6,0.4
13,10,290,0,0.6,0.4
14,5,294,1,0.6,0.4
15,6,293,1,0.6,0.4
16,3,297,0,0.6,0.4
17,3,296,1,0.6,0.4
18,3,296,1,0.6,0.4
19,4,296,0,0.6,0.4
20,2,298,0,0.6,0.4
21,1,299,0,0.6,0.4
22,2,298,0,0.6,0.4
23,2,298,0,0.6,0.4
24,0,300,0,0.6,0.4
25,0,300,0,0.6,0.4
26,0,300,0,0.6,0.4
27,0,300,0,0.6,0.4
28,0,300,0,0.6,0.4
29,0,300,0,0.6,0.4
30,0,300,0,0.6,0.4
1,185,98,17,0.7,0.30000000000000004
2,138,156,6,0.7,0.30000000000000004
3,94,195,11,0.7,0.30000000000000004
4,78,220,2,0.7,0.30000000000000004
5,57,242,1,0.7,0.30000000000000004
6,48,250,2,0.7,0.30000000000000004
7,35,264,1,0.7,0.30000000000000004
8,27,271,2,0.7,0.30000000000000004
9,17,282,1,0.7,0.30000000000000004
10,15,285,0,0.7,0.30000000000000004
11,8,292,0,0.7,0.30000000000000004
12,5,295,0,0.7,0.30000000000000004
13,1,299,0,0.7,0.30000000000000004
14,0,300,0,0.7,0.30000000000000004
15,0,300,0,0.7,0.30000000000000004
16,0,300,0,0.7,0.30000000000000004
17,0,300,0,0.7,0.30000000000000004
18,0,300,0,0.7,0.30000000000000004
19,0,300,0,0.7,0.30000000000000004
20,0,300,0,0.7,0.30000000000000004
21,0,300,0,0.7,0.30000000000000004
22,0,300,0,0.7,0.30000000000000004
23,0,300,0,0.7,0.30000000000000004
24,0,300,0,0.7,0.30000000000000004
25,0,300,0,0.7,0.30000000000000004
26,0,300,0,0.7,0.30000000000000004
27,0,300,0,0.7,0.30000000000000004
28,0,300,0,0.7,0.30000000000000004
29,0,300,0,0.7,0.30000000000000004
30,0,300,0,0.7,0.30000000000000004
1,149,143,8,0.8,0.19999999999999996
2,88,206,6,0.8,0.19999999999999996
3,44,252,4,0.8,0.19999999999999996
4,28,272,0,0.8,0.19999999999999996
5,11,289,0,0.8,0.19999999999999996
6,6,294,0,0.8,0.19999999999999996
7,3,297,0,0.8,0.19999999999999996
8,1,299,0,0.8,0.19999999999999996
9,1,299,0,0.8,0.19999999999999996
10,1,299,0,0.8,0.19999999999999996
11,0,300,0,0.8,0.19999999999999996
12,0,300,0,0.8,0.19999999999999996
13,0,300,0,0.8,0.19999999999999996
14,0,300,0,0.8,0.19999999999999996
15,0,300,0,0.8,0.19999999999999996
16,0,300,0,0.8,0.19999999999999996
17,0,300,0,0.8,0.19999999999999996
18,0,300,0,0.8,0.19999999999999996
19,0,300,0,0.8,0.19999999999999996
20,0,300,0,0.8,0.19999999999999996
21,0,300,0,0.8,0.19999999999999996
22,0,300,0,0.8,0.19999999999999996
23,0,300,0,0.8,0.19999999999999996
24,0,300,0,0.8,0.19999999999999996
25,0,300,0,0.8,0.19999999999999996
26,0,300,0,0.8,0.19999999999999996
27,0,300,0,0.8,0.19999999999999996
28,0,300,0,0.8,0.19999999999999996
29,0,300,0,0.8,0.19999999999999996
30,0,300,0,0.8,0.19999999999999996
1,126,173,1,0.9,0.09999999999999998
2,55,244,1,0.9,0.09999999999999998
3,23,277,0,0.9,0.09999999999999998
4,9,291,0,0.9,0.09999999999999998
5,3,297,0,0.9,0.09999999999999998
6,1,299,0,0.9,0.09999999999999998
7,0,300,0,0.9,0.09999999999999998
8,0,300,0,0.9,0.09999999999999998
9,0,300,0,0.9,0.09999999999999998
10,0,300,0,0.9,0.09999999999999998
11,0,300,0,0.9,0.09999999999999998
12,0,300,0,0.9,0.09999999999999998
13,0,300,0,0.9,0.09999999999999998
14,0,300,0,0.9,0.09999999999999998
15,0,300,0,0.9,0.09999999999999998
16,0,300,0,0.9,0.09999999999999998
17,0,300,0,0.9,0.09999999999999998
18,0,300,0,0.9,0.09999999999999998
19,0,300,0,0.9,0.09999999999999998
20,0,300,0,0.9,0.09999999999999998
21,0,300,0,0.9,0.09999999999999998
22,0,300,0,0.9,0.09999999999999998
23,0,300,0,0.9,0.09999999999999998
24,0,300,0,0.9,0.09999999999999998
25,0,300,0,0.9,0.09999999999999998
26,0,300,0,0.9,0.09999999999999998
27,0,300,0,0.9,0.09999999999999998
28,0,300,0,0.9,0.09999999999999998
29,0,300,0,0.9,0.09999999999999998
30,0,300,0,0.9,0.09999999999999998
1,111,189,0,1.0,0.0
2,41,259,0,1.0,0.0
3,17,283,0,1.0,0.0
4,4,296,0,1.0,0.0
5,1,299,0,1.0,0.0
6,1,299,0,1.0,0.0
7,1,299,0,1.0,0.0
8,0,300,0,1.0,0.0
9,0,300,0,1.0,0.0
10,0,300,0,1.0,0.0
11,0,300,0,1.0,0.0
12,0,300,0,1.0,0.0
13,0,300,0,1.0,0.0
14,0,300,0,1.0,0.0
15,0,300,0,1.0,0.0
16,0,300,0,1.0,0.0
17,0,300,0,1.0,0.0
18,0,300,0,1.0,0.0
19,0,300,0,1.0,0.0
20,0,300,0,1.0,0.0
21,0,300,0,1.0,0.0
22,0,300,0,1.0,0.0
23,0,300,0,1.0,0.0
24,0,300,0,1.0,0.0
25,0,300,0,1.0,0.0
26,0,300,0,1.0,0.0
27,0,300,0,1.0,0.0
28,0,300,0,1.0,0.0
29,0,300,0,1.0,0.0
30,0,300,0,1.0,0.0
