Iteracao,Sitios Vazios,Particulas Pequenas,Particulas Grandes,pp,pg
1,184,0,116,0.0,1.0
2,174,0,126,0.0,1.0
3,169,0,131,0.0,1.0
4,169,0,131,0.0,1.0
5,167,0,133,0.0,1.0
6,166,0,134,0.0,1.0
7,166,0,134,0.0,1.0
8,166,0,134,0.0,1.0
9,166,0,134,0.0,1.0
10,166,0,134,0.0,1.0
11,166,0,134,0.0,1.0
12,166,0,134,0.0,1.0
13,166,0,134,0.0,1.0
14,166,0,134,0.0,1.0
15,166,0,134,0.0,1.0
16,166,0,134,0.0,1.0
17,166,0,134,0.0,1.0
18,166,0,134,0.0,1.0
19,166,0,134,0.0,1.0
20,166,0,134,0.0,1.0
21,166,0,134,0.0,1.0
22,166,0,134,0.0,1.0
23,166,0,134,0.0,1.0
24,166,0,134,0.0,1.0
25,166,0,134,0.0,1.0
26,166,0,134,0.0,1.0
27,166,0,134,0.0,1.0
28,166,0,134,0.0,1.0
29,166,0,134,0.0,1.0
30,166,0,134,0.0,1.0
1,201,2,97,0.1,0.9
2,184,1,115,0.1,0.9
3,182,2,116,0.1,0.9
4,180,5,115,0.1,0.9
5,184,1,115,0.1,0.9
6,180,3,117,0.1,0.9
7,176,5,119,0.1,0.9
8,179,4,117,0.1,0.9
9,186,2,112,0.1,0.9
10,177,1,122,0.1,0.9
11,175,4,121,0.1,0.9
12,178,3,119,0.1,0.9
13,174,4,122,0.1,0.9
14,174,3,123,0.1,0.9
15,183,2,115,0.1,0.9
16,178,4,118,0.1,0.9
17,177,1,122,0.1,0.9
18,173,3,124,0.1,0.9
19,174,2,124,0.1,0.9
20,173,2,125,0.1,0.9
21,175,1,124,0.1,0.9
22,177,1,122,0.1,0.9
23,178,0,122,0.1,0.9
24,179,0,121,0.1,0.9
25,170,1,129,0.1,0.9
26,171,0,129,0.1,0.9
27,177,0,123,0.1,0.9
28,181,3,116,0.1,0.9
29,180,2,118,0.1,0.9
30,178,3,119,0.1,0.9
1,208,11,81,0.2,0.8
2,193,13,94,0.2,0.8
3,193,13,94,0.2,0.8
4,191,12,97,0.2,0.8
5,188,7,105,0.2,0.8
6,189,10,101,0.2,0.8
7,186,10,104,0.2,0.8
8,196,6,98,0.2,0.8
9,192,11,97,0.2,0.8
10,194,9,97,0.2,0.8
11,190,14,96,0.2,0.8
12,190,15,95,0.2,0.8
13,193,11,96,0.2,0.8
14,184,10,106,0.2,0.8
15,187,8,105,0.2,0.8
16,178,8,114,0.2,0.8
17,186,12,102,0.2,0.8
18,195,10,95,0.2,0.8
19,198,9,93,0.2,0.8
20,193,11,96,0.2,0.8
21,190,11,99,0.2,0.8
22,193,11,96,0.2,0.8
23,200,7,93,0.2,0.8
24,190,11,99,0.2,0.8
25,194,8,98,0.2,0.8
26,190,16,94,0.2,0.8
27,193,17,90,0.2,0.8
28,192,23,85,0.2,0.8
29,199,21,80,0.2,0.8
30,203,9,88,0.2,0.8
1,216,21,63,0.3,0.7
2,206,21,73,0.3,0.7
3,195,31,74,0.3,0.7
4,198,33,69,0.3,0.7
5,190,34,76,0.3,0.7
6,192,34,74,0.3,0.7
7,192,33,75,0.3,0.7
8,202,38,60,0.3,0.7
9,189,43,68,0.3,0.7
10,195,44,61,0.3,0.7
11,191,34,75,0.3,0.7
12,185,43,72,0.3,0.7
13,201,36,63,0.3,0.7
14,209,31,60,0.3,0.7
15,198,28,74,0.3,0.7
16,206,18,76,0.3,0.7
17,190,30,80,0.3,0.7
18,181,37,82,0.3,0.7
19,189,37,74,0.3,0.7
20,191,33,76,0.3,0.7
21,194,36,70,0.3,0.7
22,192,32,76,0.3,0.7
23,203,28,69,0.3,0.7
24,202,34,64,0.3,0.7
25,183,44,73,0.3,0.7
26,199,36,65,0.3,0.7
27,201,29,70,0.3,0.7
28,192,32,76,0.3,0.7
29,191,27,82,0.3,0.7
30,203,23,74,0.3,0.7
1,206,46,48,0.4,0.6
2,199,53,48,0.4,0.6
3,194,58,48,0.4,0.6
4,185,65,50,0.4,0.6
5,179,77,44,0.4,0.6
6,178,82,40,0.4,0.6
7,172,89,39,0.4,0.6
8,166,97,37,0.4,0.6
9,171,105,24,0.4,0.6
10,163,103,34,0.4,0.6
11,174,99,27,0.4,0.6
12,165,94,41,0.4,0.6
13,172,92,36,0.4,0.6
14,172,92,36,0.4,0.6
15,172,91,37,0.4,0.6
16,164,90,46,0.4,0.6
17,160,96,44,0.4,0.6
18,153,101,46,0.4,0.6
19,163,100,37,0.4,0.6
20,159,107,34,0.4,0.6
21,166,105,29,0.4,0.6
22,173,101,26,0.4,0.6
23,156,110,34,0.4,0.6
24,149,116,35,0.4,0.6
25,149,117,34,0.4,0.6
26,152,120,28,0.4,0.6
27,153,116,31,0.4,0.6
28,159,108,33,0.4,0.6
29,169,98,33,0.4,0.6
30,171,92,37,0.4,0.6
1,200,60,40,0.5,0.5
2,184,84,32,0.5,0.5
3,160,119,21,0.5,0.5
4,150,134,16,0.5,0.5
5,146,136,18,0.5,0.5
6,133,149,18,0.5,0.5
7,117,174,9,0.5,0.5
8,105,186,9,0.5,0.5
9,104,191,5,0.5,0.5
10,90,203,7,0.5,0.5
11,76,218,6,0.5,0.5
12,72,219,9,0.5,0.5
13,62,231,7,0.5,0.5
14,61,234,5,0.5,0.5
15,52,242,6,0.5,0.5
16,51,242,7,0.5,0.5
17,46,249,5,0.5,0.5
18,51,247,2,0.5,0.5
19,45,250,5,0.5,0.5
20,37,259,4,0.5,0.5
21,38,259,3,0.5,0.5
22,31,267,2,0.5,0.5
23,27,271,2,0.5,0.5
24,24,275,1,0.5,0.5
25,18,280,2,0.5,0.5
26,18,280,2,0.5,0.5
27,19,280,1,0.5,0.5
28,16,283,1,0.5,0.5
29,16,282,2,0.5,0.5
30,11,286,3,0.5,0.5
1,186,96,18,0.6,0.4
2,138,142,20,0.6,0.4
3,111,181,8,0.6,0.4
4,85,211,4,0.6,0.4
5,68,228,4,0.6,0.4
6,55,244,1,0.6,0.4
7,43,256,1,0.6,0.4
8,26,274,0,0.6,0.4
9,15,285,0,0.6,0.4
10,12,288,0,0.6,0.4
11,8,292,0,0.6,0.4
12,4,296,0,0.6,0.4
13,3,297,0,0.6,0.4
14,1,299,0,0.6,0.4
15,0,300,0,0.6,0.4
16,0,300,0,0.6,0.4
17,0,300,0,0.6,0.4
18,0,300,0,0.6,0.4
19,0,300,0,0.6,0.4
20,0,300,0,0.6,0.4
21,0,300,0,0.6,0.4
22,0,300,0,0.6,0.4
23,0,300,0,0.6,0.4
24,0,300,0,0.6,0.4
25,0,300,0,0.6,0.4
26,0,300,0,0.6,0.4
27,0,300,0,0.6,0.4
28,0,300,0,0.6,0.4
29,0,300,0,0.6,0.4
30,0,300,0,0.6,0.4
1,176,100,24,0.7,0.30000000000000004
2,128,157,15,0.7,0.30000000000000004
3,92,202,6,0.7,0.30000000000000004
4,71,227,2,0.7,0.30000000000000004
5,46,254,0,0.7,0.30000000000000004
6,29,271,0,0.7,0.30000000000000004
7,16,284,0,0.7,0.30000000000000004
8,8,292,0,0.7,0.30000000000000004
9,4,296,0,0.7,0.30000000000000004
10,5,295,0,0.7,0.30000000000000004
11,4,296,0,0.7,0.30000000000000004
12,1,299,0,0.7,0.30000000000000004
13,1,299,0,0.7,0.30000000000000004
14,0,300,0,0.7,0.30000000000000004
15,0,300,0,0.7,0.30000000000000004
16,0,300,0,0.7,0.30000000000000004
17,0,300,0,0.7,0.30000000000000004
18,0,300,0,0.7,0.30000000000000004
19,0,300,0,0.7,0.30000000000000004
20,0,300,0,0.7,0.30000000000000004
21,0,300,0,0.7,0.30000000000000004
22,0,300,0,0.7,0.30000000000000004
23,0,300,0,0.7,0.30000000000000004
24,0,300,0,0.7,0.30000000000000004
25,0,300,0,0.7,0.30000000000000004
26,0,300,0,0.7,0.30000000000000004
27,0,300,0,0.7,0.30000000000000004
28,0,300,0,0.7,0.30000000000000004
29,0,300,0,0.7,0.30000000000000004
30,0,300,0,0.7,0.30000000000000004
1,141,150,9,0.8,0.19999999999999996
2,81,216,3,0.8,0.19999999999999996
3,55,245,0,0.8,0.19999999999999996
4,30,270,0,0.8,0.19999999999999996
5,13,287,0,0.8,0.19999999999999996
6,11,289,0,0.8,0.19999999999999996
7,5,295,0,0.8,0.19999999999999996
8,0,300,0,0.8,0.19999999999999996
9,0,300,0,0.8,0.19999999999999996
10,0,300,0,0.8,0.19999999999999996
11,0,300,0,0.8,0.19999999999999996
12,0,300,0,0.8,0.19999999999999996
13,0,300,0,0.8,0.19999999999999996
14,0,300,0,0.8,0.19999999999999996
15,0,300,0,0.8,0.19999999999999996
16,0,300,0,0.8,0.19999999999999996
17,0,300,0,0.8,0.19999999999999996
18,0,300,0,0.8,0.19999999999999996
19,0,300,0,0.8,0.19999999999999996
20,0,300,0,0.8,0.19999999999999996
21,0,300,0,0.8,0.19999999999999996
22,0,300,0,0.8,0.19999999999999996
23,0,300,0,0.8,0.19999999999999996
24,0,300,0,0.8,0.19999999999999996
25,0,300,0,0.8,0.19999999999999996
26,0,300,0,0.8,0.19999999999999996
27,0,300,0,0.8,0.19999999999999996
28,0,300,0,0.8,0.19999999999999996
29,0,300,0,0.8,0.19999999999999996
30,0,300,0,0.8,0.19999999999999996
1,130,168,2,0.9,0.09999999999999998
2,58,240,2,0.9,0.09999999999999998
3,22,278,0,0.9,0.09999999999999998
4,8,292,0,0.9,0.09999999999999998
5,4,296,0,0.9,0.09999999999999998
6,3,297,0,0.9,0.09999999999999998
7,1,299,0,0.9,0.09999999999999998
8,0,300,0,0.9,0.09999999999999998
9,0,300,0,0.9,0.09999999999999998
10,0,300,0,0.9,0.09999999999999998
11,0,300,0,0.9,0.09999999999999998
12,0,300,0,0.9,0.09999999999999998
13,0,300,0,0.9,0.09999999999999998
14,0,300,0,0.9,0.09999999999999998
15,0,300,0,0.9,0.09999999999999998
16,0,300,0,0.9,0.09999999999999998
17,0,300,0,0.9,0.09999999999999998
18,0,300,0,0.9,0.09999999999999998
19,0,300,0,0.9,0.09999999999999998
20,0,300,0,0.9,0.09999999999999998
21,0,300,0,0.9,0.09999999999999998
22,0,300,0,0.9,0.09999999999999998
23,0,300,0,0.9,0.09999999999999998
24,0,300,0,0.9,0.09999999999999998
25,0,300,0,0.9,0.09999999999999998
26,0,300,0,0.9,0.09999999999999998
27,0,300,0,0.9,0.09999999999999998
28,0,300,0,0.9,0.09999999999999998
29,0,300,0,0.9,0.09999999999999998
30,0,300,0,0.9,0.09999999999999998
1,109,191,0,1.0,0.0
2,39,261,0,1.0,0.0
3,17,283,0,1.0,0.0
4,9,291,0,1.0,0.0
5,2,298,0,1.0,0.0
