Iteracao,Sitios Vazios,Particulas Pequenas,Particulas Grandes,pp,pg
1,196,0,104,0.0,1.0
2,179,0,121,0.0,1.0
3,173,0,127,0.0,1.0
4,170,0,130,0.0,1.0
5,170,0,130,0.0,1.0
6,170,0,130,0.0,1.0
7,170,0,130,0.0,1.0
8,170,0,130,0.0,1.0
9,170,0,130,0.0,1.0
10,170,0,130,0.0,1.0
11,170,0,130,0.0,1.0
12,170,0,130,0.0,1.0
13,170,0,130,0.0,1.0
14,170,0,130,0.0,1.0
15,170,0,130,0.0,1.0
16,170,0,130,0.0,1.0
17,170,0,130,0.0,1.0
18,170,0,130,0.0,1.0
19,170,0,130,0.0,1.0
20,170,0,130,0.0,1.0
21,170,0,130,0.0,1.0
22,170,0,130,0.0,1.0
23,170,0,130,0.0,1.0
24,170,0,130,0.0,1.0
25,170,0,130,0.0,1.0
26,170,0,130,0.0,1.0
27,170,0,130,0.0,1.0
28,170,0,130,0.0,1.0
29,170,0,130,0.0,1.0
30,170,0,130,0.0,1.0
1,205,4,91,0.1,0.9
2,189,3,108,0.1,0.9
3,184,0,116,0.1,0.9
4,178,3,119,0.1,0.9
5,179,3,118,0.1,0.9
6,184,2,114,0.1,0.9
7,184,3,113,0.1,0.9
8,178,0,122,0.1,0.9
9,179,0,121,0.1,0.9
10,176,1,123,0.1,0.9
11,175,1,124,0.1,0.9
12,177,3,120,0.1,0.9
13,181,1,118,0.1,0.9
14,180,0,120,0.1,0.9
15,177,2,121,0.1,0.9
16,180,0,120,0.1,0.9
17,177,1,122,0.1,0.9
18,179,0,121,0.1,0.9
19,176,2,122,0.1,0.9
20,173,0,127,0.1,0.9
21,172,2,126,0.1,0.9
22,174,1,125,0.1,0.9
23,177,0,123,0.1,0.9
24,174,0,126,0.1,0.9
25,173,1,126,0.1,0.9
26,173,1,126,0.1,0.9
27,173,0,127,0.1,0.9
28,177,1,122,0.1,0.9
29,181,1,118,0.1,0.9
30,178,2,120,0.1,0.9
1,204,6,90,0.2,0.8
2,190,6,104,0.2,0.8
3,192,5,103,0.2,0.8
4,195,6,99,0.2,0.8
5,195,5,100,0.2,0.8
6,189,6,105,0.2,0.8
7,204,3,93,0.2,0.8
8,194,2,104,0.2,0.8
9,194,9,97,0.2,0.8
10,189,15,96,0.2,0.8
11,193,6,101,0.2,0.8
12,187,7,106,0.2,0.8
13,189,4,107,0.2,0.8
14,187,5,108,0.2,0.8
15,195,0,105,0.2,0.8
16,199,3,98,0.2,0.8
17,192,5,103,0.2,0.8
18,201,5,94,0.2,0.8
19,204,9,87,0.2,0.8
20,199,5,96,0.2,0.8
21,197,6,97,0.2,0.8
22,186,9,105,0.2,0.8
23,194,8,98,0.2,0.8
24,186,6,108,0.2,0.8
25,195,5,100,0.2,0.8
26,192,9,99,0.2,0.8
27,194,7,99,0.2,0.8
28,196,9,95,0.2,0.8
29,202,4,94,0.2,0.8
30,198,6,96,0.2,0.8
1,227,23,50,0.3,0.7
2,208,29,63,0.3,0.7
3,210,27,63,0.3,0.7
4,212,16,72,0.3,0.7
5,203,21,76,0.3,0.7
6,207,18,75,0.3,0.7
7,201,16,83,0.3,0.7
8,205,14,81,0.3,0.7
9,213,21,66,0.3,0.7
10,207,11,82,0.3,0.7
11,216,16,68,0.3,0.7
12,211,27,62,0.3,0.7
13,210,37,53,0.3,0.7
14,214,33,53,0.3,0.7
15,213,27,60,0.3,0.7
16,205,28,67,0.3,0.7
17,205,25,70,0.3,0.7
18,208,18,74,0.3,0.7
19,196,24,80,0.3,0.7
20,203,18,79,0.3,0.7
21,207,7,86,0.3,0.7
22,207,9,84,0.3,0.7
23,193,22,85,0.3,0.7
24,211,17,72,0.3,0.7
25,218,21,61,0.3,0.7
26,202,20,78,0.3,0.7
27,206,21,73,0.3,0.7
28,212,19,69,0.3,0.7
29,211,16,73,0.3,0.7
30,209,19,72,0.3,0.7
1,209,41,50,0.4,0.6
